x,y
27904.00,3.097656
27905.00,3.101563
27906.00,3.125
27907.00,3.121094
27908.00,3.152344
27912.00,3.15625
27913.00,3.195313
27914.00,3.199219
27915.00,3.167969
27918.00,3.148438
27919.00,3.140625
27920.00,3.144531
27921.00,3.195313
27922.00,3.257813
27925.00,3.269531
27926.00,3.226563
27927.00,3.222656
27928.00,3.261719
27929.00,3.261719
27932.00,3.261719
27933.00,3.238281
27934.00,3.238281
27935.00,3.238281
27936.00,3.238281
27939.00,3.238281
27940.00,3.242188
27941.00,3.269531
27942.00,3.269531
27943.00,3.273438
27947.00,3.269531
27948.00,3.273438
27949.00,3.269531
27950.00,3.261719
27953.00,3.273438
27954.00,3.304688
27955.00,3.265625
27956.00,3.25
27957.00,3.28125
27960.00,3.277344
27961.00,3.277344
27962.00,3.292969
27963.00,3.328125
27964.00,3.367188
27967.00,3.34375
27968.00,3.304688
27969.00,3.289063
27970.00,3.273438
27971.00,3.320313
27974.00,3.328125
27975.00,3.359375
27976.00,3.421875
27977.00,3.40625
27978.00,3.390625
27981.00,3.34375
27982.00,3.34375
27983.00,3.304688
27984.00,3.320313
27985.00,3.296875
27988.00,3.28125
27989.00,3.304688
27990.00,3.3125
27991.00,3.28125
27992.00,3.21875
27995.00,3.195313
27996.00,3.164063
27997.00,3.21875
27998.00,3.210938
27999.00,3.210938
28002.00,3.265625
28003.00,3.304688
28004.00,3.304688
28005.00,3.3125
28006.00,3.320313
28010.00,3.34375
28011.00,3.375
28012.00,3.335938
28013.00,3.335938
28016.00,3.367188
28017.00,3.375
28018.00,3.40625
28019.00,3.382813
28020.00,3.492188
28023.00,3.476563
28024.00,3.554688
28025.00,3.507813
28026.00,3.507813
28027.00,3.484375
28030.00,3.5
28031.00,3.453125
28032.00,3.492188
28033.00,3.46875
28034.00,3.4375
28037.00,3.445313
28038.00,3.4375
28039.00,3.40625
28040.00,3.4375
28041.00,3.375
28044.00,3.328125
28045.00,3.296875
28046.00,3.367188
28047.00,3.335938
28048.00,3.3125
28051.00,3.335938
28052.00,3.335938
28053.00,3.335938
28054.00,3.28125
28055.00,3.21875
28058.00,3.195313
28059.00,3.242188
28060.00,3.257813
28061.00,3.265625
28062.00,3.28125
28065.00,3.320313
28067.00,3.25
28068.00,3.25
28069.00,3.109375
28072.00,3.054688
28073.00,3.023438
28074.00,2.984375
28075.00,3.054688
28076.00,3.03125
28079.00,3.070313
28080.00,3.109375
28081.00,3.140625
28082.00,3.164063
28083.00,3.140625
28086.00,3.171875
28087.00,3.132813
28088.00,3.195313
28090.00,3.234375
28093.00,3.1875
28094.00,3.195313
28095.00,3.226563
28096.00,3.179688
28097.00,3.195313
28100.00,3.203125
28101.00,3.195313
28102.00,3.21875
28103.00,3.25
28104.00,3.289063
28107.00,3.296875
28108.00,3.296875
28109.00,3.265625
28110.00,3.28125
28111.00,3.28125
28114.00,3.226563
28115.00,3.242188
28116.00,3.226563
28117.00,3.234375
28121.00,3.296875
28122.00,3.335938
28123.00,3.3125
28124.00,3.335938
28125.00,3.351563
28128.00,3.351563
28129.00,3.296875
28130.00,3.289063
28131.00,3.296875
28132.00,3.304688
28135.00,3.328125
28136.00,3.3125
28137.00,3.289063
28138.00,3.296875
28139.00,3.289063
28142.00,3.257813
28143.00,3.257813
28144.00,3.273438
28145.00,3.257813
28146.00,3.234375
28149.00,3.265625
28150.00,3.320313
28151.00,3.320313
28152.00,3.320313
28153.00,3.335938
28156.00,3.34375
28157.00,3.390625
28158.00,3.421875
28159.00,3.382813
28160.00,3.3125
28163.00,3.34375
28164.00,3.328125
28165.00,3.273438
28166.00,3.242188
28167.00,3.234375
28170.00,3.265625
28171.00,3.265625
28172.00,3.25
28173.00,3.210938
28174.00,3.132813
28178.00,3.148438
28179.00,3.15625
28180.00,3.164063
28181.00,3.15625
28184.00,3.179688
28185.00,3.25
28186.00,3.257813
28187.00,3.257813
28188.00,3.265625
28191.00,3.257813
28192.00,3.25
28193.00,3.234375
28194.00,3.265625
28195.00,3.273438
28198.00,3.28125
28199.00,3.273438
28200.00,3.25
28201.00,3.234375
28202.00,3.203125
28205.00,3.195313
28206.00,3.203125
28207.00,3.109375
28208.00,3.125
28209.00,3.132813
28212.00,3.148438
28213.00,3.195313
28214.00,3.15625
28215.00,3.171875
28216.00,3.1875
28219.00,3.164063
28220.00,3.164063
28221.00,3.148438
28222.00,3.171875
28226.00,3.210938
28227.00,3.25
28228.00,3.234375
28229.00,3.28125
28230.00,3.289063
28233.00,3.28125
28234.00,3.273438
28235.00,3.265625
28236.00,3.265625
28237.00,3.242188
28240.00,3.179688
28241.00,3.203125
28242.00,3.21875
28243.00,3.226563
28244.00,3.226563
28247.00,3.265625
28248.00,3.28125
28249.00,3.289063
28250.00,3.304688
28251.00,3.289063
28254.00,3.226563
28255.00,3.242188
28256.00,3.195313
28257.00,3.195313
28258.00,3.210938
28261.00,3.226563
28262.00,3.234375
28263.00,3.234375
28264.00,3.273438
28265.00,3.257813
28268.00,3.210938
28269.00,3.21875
28270.00,3.203125
28271.00,3.203125
28272.00,3.195313
28276.00,3.195313
28277.00,3.210938
28278.00,3.171875
28279.00,3.1875
28282.00,3.15625
28283.00,3.171875
28284.00,3.179688
28285.00,3.195313
28286.00,3.171875
28289.00,3.210938
28290.00,3.273438
28291.00,3.273438
28292.00,3.273438
28293.00,3.25
28296.00,3.265625
28297.00,3.265625
28298.00,3.265625
28299.00,3.25
28300.00,3.265625
28303.00,3.304688
28304.00,3.304688
28305.00,3.296875
28306.00,3.34375
28307.00,3.328125
28311.00,3.3125
28312.00,3.3125
28313.00,3.328125
28314.00,3.3125
28317.00,3.265625
28318.00,3.265625
28319.00,3.3125
28321.00,3.351563
28324.00,3.40625
28325.00,3.429688
28326.00,3.429688
28327.00,3.40625
28328.00,3.390625
28331.00,3.296875
28332.00,3.234375
28333.00,3.1875
28334.00,3.210938
28335.00,3.226563
28338.00,3.226563
28339.00,3.226563
28340.00,3.234375
28341.00,3.242188
28342.00,3.234375
28345.00,3.242188
28346.00,3.1875
28347.00,3.195313
28348.00,3.140625
28349.00,3.140625
28352.00,3.148438
28353.00,3.132813
28354.00,3.117188
28355.00,3.101563
28356.00,3.023438
28359.00,3.03125
28360.00,3.039063
28361.00,3.015625
28362.00,2.984375
28363.00,2.953125
28366.00,3.015625
28367.00,3.015625
28368.00,3.03125
28369.00,3.03125
28370.00,3.046875
28374.00,3.070313
28375.00,3.109375
28376.00,3.078125
28377.00,3.054688
28380.00,3.03125
28381.00,3.007813
28382.00,3.015625
28383.00,3.03125
28384.00,3.023438
28387.00,3.03125
28388.00,3.046875
28389.00,3.03125
28390.00,3.015625
28391.00,3
28394.00,3.007813
28395.00,2.992188
28396.00,3
28397.00,3.015625
28398.00,3.015625
28401.00,3.023438
28402.00,3.023438
28403.00,3.007813
28404.00,3.023438
28405.00,3.007813
28408.00,3
28409.00,2.960938
28410.00,2.898438
28411.00,2.890625
28412.00,2.898438
28415.00,2.929688
28416.00,2.914063
28417.00,2.898438
28418.00,2.921875
28419.00,2.929688
28422.00,2.890625
28423.00,2.882813
28424.00,2.90625
28425.00,2.90625
28426.00,2.9375
28429.00,2.945313
28430.00,2.929688
28431.00,2.929688
28432.00,2.953125
28433.00,2.9375
28436.00,2.914063
28437.00,2.898438
28438.00,2.890625
28439.00,2.945313
28440.00,3.046875
28443.00,3.023438
28444.00,3.023438
28445.00,2.992188
28446.00,2.984375
28447.00,2.984375
28450.00,2.953125
28451.00,2.976563
28452.00,2.976563
28454.00,2.953125
28457.00,2.945313
28458.00,2.890625
28459.00,2.90625
28460.00,2.882813
28461.00,2.84375
28464.00,2.84375
28465.00,2.820313
28466.00,2.84375
28467.00,2.890625
28468.00,2.921875
28471.00,2.945313
28472.00,2.929688
28473.00,2.921875
28474.00,2.914063
28475.00,2.914063
28478.00,2.921875
28479.00,2.890625
28480.00,2.898438
28481.00,2.898438
28482.00,2.921875
28486.00,2.976563
28487.00,2.976563
28488.00,2.984375
28489.00,3.007813
28493.00,2.960938
28494.00,2.898438
28495.00,2.875
28496.00,2.851563
28499.00,2.804688
28500.00,2.726563
28501.00,2.757813
28502.00,2.78125
28503.00,2.78125
28506.00,2.765625
28507.00,2.726563
28508.00,2.75
28509.00,2.742188
28510.00,2.742188
28513.00,2.726563
28514.00,2.71875
28515.00,2.742188
28516.00,2.710938
28517.00,2.734375
28520.00,2.8125
28521.00,2.859375
28522.00,2.90625
28523.00,2.9375
28524.00,2.78125
28527.00,2.804688
28528.00,2.835938
28529.00,2.851563
28530.00,2.820313
28531.00,2.84375
28534.00,2.8125
28535.00,2.78125
28536.00,2.773438
28537.00,2.75
28538.00,2.765625
28542.00,2.78125
28543.00,2.78125
28544.00,2.8125
28545.00,2.8125
28548.00,2.773438
28549.00,2.75
28550.00,2.765625
28551.00,2.765625
28552.00,2.78125
28555.00,2.773438
28556.00,2.773438
28557.00,2.765625
28558.00,2.75
28559.00,2.796875
28562.00,2.835938
28563.00,2.835938
28564.00,2.851563
28565.00,2.828125
28566.00,2.882813
28569.00,2.890625
28570.00,2.828125
28571.00,2.835938
28572.00,2.828125
28576.00,2.8125
28577.00,2.828125
28578.00,2.8125
28579.00,2.804688
28580.00,2.789063
28583.00,2.78125
28584.00,2.796875
28585.00,2.820313
28586.00,2.8125
28587.00,2.820313
28590.00,2.84375
28591.00,2.835938
28592.00,2.820313
28593.00,2.84375
28594.00,2.921875
28597.00,2.953125
28598.00,2.914063
28599.00,2.945313
28600.00,2.945313
28601.00,2.945313
28604.00,2.976563
28605.00,3.007813
28606.00,3.007813
28607.00,2.9375
28608.00,2.945313
28611.00,2.984375
28612.00,2.992188
28613.00,2.976563
28614.00,2.960938
28615.00,3.039063
28618.00,3.070313
28619.00,2.992188
28620.00,2.96875
28621.00,3
28622.00,3
28625.00,3.007813
28626.00,3
28627.00,3.015625
28628.00,2.976563
28629.00,2.96875
28632.00,2.992188
28633.00,2.96875
28634.00,2.945313
28635.00,2.914063
28636.00,2.90625
28640.00,2.9375
28641.00,2.921875
28642.00,2.914063
28643.00,2.921875
28646.00,2.953125
28647.00,2.953125
28648.00,2.953125
28649.00,2.945313
28650.00,2.929688
28653.00,2.914063
28654.00,2.9375
28655.00,2.898438
28656.00,2.851563
28657.00,2.820313
28660.00,2.8125
28661.00,2.796875
28662.00,2.789063
28663.00,2.78125
28664.00,2.75
28667.00,2.726563
28668.00,2.742188
28669.00,2.75
28670.00,2.742188
28671.00,2.742188
28674.00,2.734375
28676.00,2.71875
28677.00,2.726563
28678.00,2.757813
28681.00,2.757813
28682.00,2.820313
28683.00,2.8125
28684.00,2.804688
28685.00,2.828125
28688.00,2.84375
28689.00,2.789063
28690.00,2.828125
28691.00,2.8125
28692.00,2.8125
28695.00,2.789063
28696.00,2.820313
28697.00,2.84375
28698.00,2.867188
28699.00,2.890625
28702.00,2.90625
28703.00,2.914063
28704.00,3.039063
28705.00,2.992188
28706.00,3.007813
28709.00,3
28710.00,2.945313
28711.00,2.953125
28712.00,2.898438
28713.00,2.914063
28716.00,2.976563
28717.00,2.984375
28718.00,3.015625
28719.00,3
28720.00,2.992188
28723.00,3.015625
28724.00,3.039063
28725.00,3.0625
28726.00,3.070313
28727.00,3.117188
28730.00,3.117188
28731.00,3.101563
28732.00,3.085938
28733.00,3.085938
28734.00,3.140625
28738.00,3.179688
28739.00,3.234375
28740.00,3.195313
28741.00,3.234375
28744.00,3.234375
28745.00,3.289063
28746.00,3.257813
28747.00,3.164063
28748.00,3.148438
28751.00,3.140625
28752.00,3.148438
28753.00,3.109375
28754.00,3.140625
28755.00,3.148438
28758.00,3.179688
28759.00,3.226563
28760.00,3.210938
28761.00,3.234375
28762.00,3.242188
28765.00,3.257813
28766.00,3.257813
28767.00,3.257813
28768.00,3.257813
28769.00,3.28125
28772.00,3.296875
28773.00,3.28125
28774.00,3.3125
28775.00,3.273438
28776.00,3.28125
28779.00,3.226563
28780.00,3.171875
28781.00,3.148438
28782.00,3.140625
28783.00,3.117188
28786.00,3.085938
28787.00,3.078125
28788.00,3.109375
28789.00,3.109375
28790.00,3.0625
28793.00,3.078125
28794.00,3
28795.00,3.117188
28796.00,3.132813
28797.00,3.296875
28800.00,3.085938
28801.00,3.03125
28802.00,3.078125
28803.00,3.085938
28804.00,3.117188
28807.00,3.046875
28808.00,3.039063
28809.00,3.039063
28810.00,3.09375
28811.00,3.132813
28814.00,3.132813
28815.00,3.125
28816.00,3.140625
28818.00,3.148438
28821.00,3.132813
28822.00,3.117188
28823.00,3.0625
28824.00,3.070313
28825.00,3.125
28828.00,3.132813
28829.00,3.148438
28830.00,3.171875
28831.00,3.125
28832.00,3.101563
28835.00,3.132813
28836.00,3.101563
28837.00,3.101563
28838.00,3.109375
28839.00,3.117188
28842.00,3.054688
28843.00,3.085938
28844.00,3.0625
28845.00,3.03125
28846.00,3.078125
28850.00,3.070313
28851.00,3.070313
28852.00,3.0625
28853.00,3.070313
28857.00,3.078125
28858.00,3.09375
28859.00,3.132813
28860.00,3.148438
28863.00,3.132813
28864.00,3.140625
28865.00,3.101563
28866.00,3.101563
28867.00,3.09375
28870.00,3.101563
28871.00,3.078125
28872.00,3.078125
28873.00,3.0625
28874.00,3.070313
28877.00,3.078125
28878.00,3.109375
28879.00,3.101563
28880.00,3.15625
28881.00,3.203125
28884.00,3.195313
28885.00,3.210938
28886.00,3.195313
28887.00,3.195313
28888.00,3.1875
28891.00,3.054688
28892.00,3.09375
28893.00,3.109375
28894.00,3.125
28895.00,3.15625
28898.00,3.15625
28899.00,3.179688
28900.00,3.179688
28901.00,3.164063
28902.00,3.171875
28906.00,3.195313
28907.00,3.203125
28908.00,3.15625
28909.00,3.148438
28912.00,3.15625
28913.00,3.109375
28914.00,3.078125
28915.00,3.117188
28916.00,3.125
28919.00,3.164063
28920.00,3.195313
28921.00,3.226563
28922.00,3.257813
28923.00,3.265625
28926.00,3.28125
28927.00,3.3125
28928.00,3.328125
28929.00,3.328125
28930.00,3.375
28933.00,3.359375
28934.00,3.375
28935.00,3.351563
28936.00,3.3125
28937.00,3.25
28940.00,3.273438
28941.00,3.304688
28942.00,3.304688
28943.00,3.289063
28944.00,3.296875
28947.00,3.289063
28948.00,3.328125
28949.00,3.328125
28950.00,3.375
28951.00,3.367188
28954.00,3.34375
28955.00,3.34375
28956.00,3.34375
28957.00,3.335938
28961.00,3.28125
28962.00,3.265625
28963.00,3.28125
28964.00,3.25
28965.00,3.242188
28968.00,3.265625
28969.00,3.320313
28970.00,3.34375
28971.00,3.328125
28972.00,3.320313
28975.00,3.320313
28976.00,3.320313
28977.00,3.375
28978.00,3.375
28979.00,3.335938
28982.00,3.28125
28983.00,3.195313
28984.00,3.179688
28985.00,3.15625
28986.00,3.148438
28989.00,3.101563
28990.00,3.085938
28991.00,3.09375
28992.00,3.1875
28993.00,3.242188
28996.00,3.25
28997.00,3.257813
28998.00,3.210938
28999.00,3.164063
29000.00,3.179688
29004.00,3.164063
29005.00,3.125
29006.00,3.109375
29007.00,3.101563
29010.00,3.148438
29011.00,3.179688
29012.00,3.25
29013.00,3.242188
29014.00,3.21875
29017.00,3.242188
29018.00,3.234375
29019.00,3.125
29020.00,3.132813
29021.00,3.148438
29024.00,3.164063
29025.00,3.1875
29026.00,3.195313
29027.00,3.21875
29028.00,3.242188
29031.00,3.226563
29032.00,3.257813
29033.00,3.265625
29034.00,3.328125
29035.00,3.367188
29038.00,3.367188
29039.00,3.320313
29041.00,3.375
29042.00,3.398438
29045.00,3.453125
29046.00,3.476563
29047.00,3.375
29048.00,3.328125
29049.00,3.335938
29052.00,3.335938
29053.00,3.335938
29054.00,3.320313
29055.00,3.28125
29056.00,3.28125
29059.00,3.242188
29060.00,3.296875
29061.00,3.414063
29062.00,3.398438
29063.00,3.4375
29066.00,3.429688
29067.00,3.421875
29068.00,3.429688
29069.00,3.414063
29070.00,3.40625
29073.00,3.421875
29074.00,3.375
29075.00,3.351563
29076.00,3.328125
29077.00,3.304688
29080.00,3.375
29081.00,3.382813
29082.00,3.367188
29083.00,3.335938
29084.00,3.359375
29087.00,3.382813
29088.00,3.398438
29089.00,3.421875
29090.00,3.429688
29091.00,3.445313
29094.00,3.53125
29095.00,3.554688
29096.00,3.554688
29097.00,3.53125
29098.00,3.507813
29102.00,3.421875
29103.00,3.414063
29104.00,3.453125
29105.00,3.5625
29108.00,3.585938
29109.00,3.5625
29110.00,3.539063
29111.00,3.507813
29112.00,3.570313
29115.00,3.578125
29116.00,3.5625
29117.00,3.585938
29118.00,3.742188
29119.00,3.679688
29122.00,3.664063
29123.00,3.65625
29124.00,3.695313
29125.00,3.710938
29126.00,3.6875
29129.00,3.640625
29130.00,3.648438
29131.00,3.617188
29132.00,3.601563
29133.00,3.734375
29136.00,3.765625
29137.00,3.671875
29138.00,3.632813
29139.00,3.609375
29140.00,3.554688
29143.00,3.546875
29144.00,3.546875
29145.00,3.578125
29146.00,3.632813
29147.00,3.585938
29150.00,3.53125
29151.00,3.46875
29152.00,3.5
29153.00,3.484375
29154.00,3.515625
29157.00,3.546875
29158.00,3.625
29159.00,3.59375
29160.00,3.640625
29161.00,3.609375
29164.00,3.570313
29165.00,3.5625
29166.00,3.515625
29167.00,3.492188
29168.00,3.539063
29171.00,3.679688
29172.00,3.617188
29173.00,3.59375
29174.00,3.65625
29175.00,3.640625
29178.00,3.648438
29179.00,3.609375
29180.00,3.554688
29182.00,3.546875
29185.00,3.578125
29186.00,3.554688
29187.00,3.601563
29188.00,3.632813
29189.00,3.625
29192.00,3.585938
29193.00,3.617188
29194.00,3.59375
29195.00,3.601563
29196.00,3.554688
29199.00,3.523438
29200.00,3.546875
29201.00,3.515625
29202.00,3.53125
29203.00,3.523438
29206.00,3.5625
29207.00,3.546875
29208.00,3.515625
29209.00,3.460938
29210.00,3.429688
29213.00,3.429688
29215.00,3.445313
29216.00,3.453125
29217.00,3.453125
29220.00,3.445313
29222.00,3.367188
29223.00,3.28125
29224.00,3.3125
29227.00,3.296875
29228.00,3.320313
29229.00,3.289063
29230.00,3.28125
29231.00,3.273438
29234.00,3.320313
29235.00,3.40625
29236.00,3.4375
29237.00,3.460938
29238.00,3.453125
29241.00,3.484375
29242.00,3.5
29243.00,3.632813
29244.00,3.671875
29245.00,3.625
29248.00,3.726563
29249.00,3.726563
29250.00,3.804688
29251.00,3.804688
29252.00,3.945313
29255.00,3.820313
29256.00,3.804688
29257.00,3.921875
29258.00,4.015625
29259.00,4.140625
29262.00,4.148438
29263.00,4.15625
29264.00,4.179688
29265.00,4.054688
29266.00,4
29270.00,3.929688
29271.00,4.039063
29272.00,4.007813
29273.00,4.078125
29276.00,4.085938
29277.00,4.140625
29278.00,4.132813
29279.00,4.085938
29280.00,4.085938
29283.00,4.03125
29284.00,4.070313
29285.00,4.039063
29286.00,3.945313
29287.00,3.804688
29290.00,3.789063
29291.00,3.820313
29292.00,3.84375
29293.00,3.796875
29294.00,3.75
29297.00,3.601563
29298.00,3.6875
29299.00,3.679688
29300.00,3.617188
29301.00,3.65625
29304.00,3.5625
29305.00,3.492188
29306.00,3.5
29307.00,3.460938
29308.00,3.5625
29311.00,3.617188
29312.00,3.546875
29313.00,3.53125
29314.00,3.546875
29318.00,3.46875
29319.00,3.4375
29320.00,3.59375
29321.00,3.601563
29322.00,3.578125
29325.00,3.554688
29326.00,3.585938
29327.00,3.53125
29328.00,3.570313
29329.00,3.539063
29332.00,3.570313
29333.00,3.695313
29334.00,3.710938
29335.00,3.703125
29336.00,3.734375
29339.00,3.757813
29340.00,3.773438
29341.00,3.796875
29342.00,3.789063
29343.00,3.789063
29346.00,3.84375
29347.00,3.890625
29348.00,3.796875
29349.00,3.78125
29350.00,3.726563
29353.00,3.6875
29354.00,3.75
29355.00,3.789063
29356.00,3.742188
29357.00,3.773438
29360.00,3.898438
29361.00,3.890625
29362.00,3.90625
29363.00,3.960938
29364.00,4.023438
29368.00,4.078125
29369.00,4.078125
29370.00,3.960938
29371.00,4
29374.00,3.984375
29375.00,3.976563
29376.00,4.09375
29377.00,4.054688
29378.00,4.070313
29381.00,4.101563
29382.00,4.234375
29383.00,4.320313
29384.00,4.3125
29385.00,4.179688
29388.00,4.203125
29389.00,4.195313
29390.00,4.296875
29391.00,4.234375
29392.00,4.21875
29395.00,4.28125
29396.00,4.265625
29397.00,4.296875
29398.00,4.304688
29399.00,4.273438
29402.00,4.140625
29403.00,4.1875
29404.00,4.203125
29405.00,4.3125
29409.00,4.3125
29410.00,4.257813
29411.00,4.25
29412.00,4.1875
29413.00,4.257813
29416.00,4.359375
29417.00,4.335938
29418.00,4.335938
29419.00,4.429688
29420.00,4.390625
29423.00,4.5
29424.00,4.484375
29425.00,4.507813
29426.00,4.460938
29427.00,4.40625
29430.00,4.46875
29431.00,4.507813
29432.00,4.414063
29433.00,4.351563
29434.00,4.398438
29437.00,4.375
29438.00,4.390625
29439.00,4.429688
29440.00,4.367188
29441.00,4.359375
29444.00,4.414063
29445.00,4.382813
29446.00,4.382813
29447.00,4.46875
29448.00,4.515625
29451.00,4.398438
29452.00,4.375
29453.00,4.4375
29454.00,4.484375
29455.00,4.507813
29458.00,4.492188
29459.00,4.492188
29460.00,4.46875
29461.00,4.375
29462.00,4.375
29466.00,4.421875
29467.00,4.492188
29468.00,4.476563
29469.00,4.492188
29472.00,4.390625
29473.00,4.367188
29474.00,4.460938
29475.00,4.4375
29476.00,4.390625
29479.00,4.390625
29480.00,4.359375
29481.00,4.351563
29482.00,4.34375
29483.00,4.28125
29486.00,4.304688
29487.00,4.3125
29488.00,4.445313
29489.00,4.453125
29490.00,4.390625
29493.00,4.28125
29494.00,4.359375
29495.00,4.492188
29496.00,4.585938
29497.00,4.5625
29500.00,4.703125
29501.00,4.6875
29502.00,4.71875
29503.00,4.703125
29504.00,4.6875
29507.00,4.796875
29508.00,4.820313
29509.00,4.960938
29510.00,4.898438
29511.00,4.90625
29514.00,4.984375
29515.00,4.921875
29516.00,4.898438
29517.00,4.867188
29518.00,4.875
29521.00,4.828125
29522.00,4.84375
29523.00,4.789063
29524.00,4.726563
29525.00,4.757813
29528.00,4.921875
29530.00,5
29531.00,4.953125
29532.00,4.945313
29535.00,5
29536.00,5.078125
29537.00,5.078125
29538.00,5.140625
29539.00,5.171875
29542.00,5.226563
29543.00,5.328125
29544.00,5.421875
29545.00,5.46875
29546.00,5.484375
29549.00,5.414063
29550.00,5.367188
29551.00,5.421875
29553.00,5.492188
29556.00,5.375
29557.00,5.289063
29558.00,5.25
29559.00,5.148438
29560.00,5.007813
29563.00,4.90625
29564.00,4.960938
29565.00,4.984375
29566.00,4.851563
29567.00,4.921875
29570.00,4.945313
29571.00,5.101563
29572.00,5.273438
29573.00,5.210938
29574.00,5.140625
29577.00,5.109375
29578.00,5.023438
29579.00,5.023438
29581.00,5.054688
29584.00,5.015625
29585.00,5.046875
29586.00,5.039063
29588.00,5.070313
29591.00,5.070313
29592.00,5.03125
29593.00,4.9375
29594.00,4.789063
29595.00,4.835938
29598.00,4.851563
29599.00,4.953125
29600.00,4.898438
29601.00,4.992188
29602.00,5
29605.00,4.984375
29606.00,4.890625
29607.00,4.859375
29608.00,4.804688
29609.00,4.757813
29612.00,4.765625
29613.00,4.851563
29614.00,4.789063
29615.00,4.84375
29616.00,4.859375
29619.00,4.742188
29620.00,4.710938
29621.00,4.671875
29622.00,4.695313
29623.00,4.671875
29626.00,4.570313
29627.00,4.546875
29628.00,4.453125
29629.00,4.492188
29630.00,4.460938
29634.00,4.5625
29635.00,4.539063
29636.00,4.4375
29637.00,4.40625
29640.00,4.414063
29641.00,4.414063
29642.00,4.476563
29643.00,4.453125
29644.00,4.5
29647.00,4.546875
29648.00,4.484375
29649.00,4.453125
29650.00,4.351563
29651.00,4.3125
29654.00,4.359375
29655.00,4.398438
29656.00,4.359375
29657.00,4.484375
29658.00,4.382813
29661.00,4.421875
29662.00,4.367188
29663.00,4.34375
29664.00,4.25
29665.00,4.304688
29668.00,4.421875
29669.00,4.421875
29670.00,4.484375
29671.00,4.390625
29672.00,4.34375
29675.00,4.3125
29676.00,4.289063
29677.00,4.304688
29678.00,4.273438
29679.00,4.257813
29682.00,4.257813
29683.00,4.257813
29684.00,4.296875
29685.00,4.242188
29686.00,4.234375
29689.00,4.1875
29690.00,4.179688
29691.00,4.21875
29692.00,4.226563
29696.00,4.226563
29697.00,4.1875
29698.00,4.203125
29699.00,4.140625
29700.00,4.21875
29703.00,4.28125
29704.00,4.28125
29705.00,4.273438
29706.00,4.28125
29707.00,4.296875
29710.00,4.234375
29711.00,4.257813
29712.00,4.25
29713.00,4.257813
29714.00,4.25
29717.00,4.0625
29718.00,4.0625
29719.00,4
29720.00,4.023438
29721.00,4.03125
29724.00,4.101563
29725.00,4.054688
29726.00,4.054688
29727.00,4.03125
29728.00,4.023438
29732.00,4.179688
29733.00,4.210938
29734.00,4.125
29735.00,4.046875
29738.00,4.070313
29739.00,4.0625
29740.00,4.0625
29741.00,4.085938
29742.00,4.1875
29745.00,4.148438
29746.00,4.164063
29747.00,4.234375
29748.00,4.265625
29749.00,4.203125
29752.00,4.265625
29753.00,4.234375
29754.00,4.421875
29755.00,4.375
29756.00,4.421875
29759.00,4.421875
29760.00,4.375
29761.00,4.34375
29762.00,4.390625
29763.00,4.34375
29766.00,4.3125
29767.00,4.28125
29768.00,4.265625
29769.00,4.203125
29773.00,4.21875
29774.00,4.296875
29775.00,4.328125
29776.00,4.328125
29777.00,4.296875
29780.00,4.296875
29781.00,4.296875
29782.00,4.25
29783.00,4.296875
29784.00,4.28125
29787.00,4.25
29788.00,4.1875
29789.00,4.203125
29790.00,4.28125
29791.00,4.34375
29794.00,4.4375
29795.00,4.390625
29796.00,4.359375
29797.00,4.359375
29798.00,4.359375
29801.00,4.359375
29802.00,4.390625
29803.00,4.453125
29804.00,4.453125
29805.00,4.375
29808.00,4.40625
29809.00,4.4375
29810.00,4.390625
29811.00,4.359375
29812.00,4.390625
29815.00,4.34375
29816.00,4.34375
29817.00,4.328125
29818.00,4.359375
29819.00,4.28125
29822.00,4.15625
29823.00,4.125
29824.00,4.140625
29825.00,4.125
29826.00,4.125
29829.00,4.0625
29830.00,4.125
29831.00,4.109375
29832.00,4.09375
29833.00,4.015625
29837.00,3.953125
29838.00,3.984375
29839.00,4.109375
29840.00,4.203125
29843.00,4.125
29844.00,3.984375
29845.00,3.984375
29846.00,3.953125
29847.00,3.890625
29850.00,3.9375
29851.00,3.875
29852.00,3.859375
29853.00,3.796875
29854.00,3.75
29857.00,3.875
29858.00,3.90625
29859.00,3.890625
29860.00,3.84375
29861.00,3.890625
29864.00,3.84375
29865.00,3.84375
29866.00,3.84375
29867.00,3.84375
29868.00,3.8125
29871.00,3.859375
29872.00,3.8125
29873.00,3.75
29874.00,3.78125
29875.00,3.765625
29878.00,3.796875
29879.00,3.828125
29880.00,3.8125
29881.00,3.8125
29882.00,3.765625
29885.00,3.75
29886.00,3.796875
29887.00,3.828125
29888.00,3.8125
29889.00,3.796875
29892.00,3.8125
29893.00,3.921875
29894.00,3.9375
29895.00,3.828125
29896.00,3.765625
29899.00,3.796875
29900.00,3.796875
29901.00,3.75
29902.00,3.828125
29903.00,3.8125
29906.00,3.828125
29907.00,3.859375
29908.00,3.875
29909.00,3.890625
29910.00,3.953125
29913.00,3.953125
29914.00,4.03125
29915.00,4.046875
29917.00,4.0625
29920.00,4.09375
29921.00,4.109375
29922.00,4.0625
29923.00,4.078125
29924.00,4.09375
29927.00,4.046875
29928.00,3.953125
29929.00,3.96875
29930.00,3.96875
29931.00,3.90625
29934.00,3.875
29935.00,3.859375
29936.00,3.859375
29937.00,3.84375
29938.00,3.859375
29941.00,3.875
29942.00,3.859375
29943.00,3.859375
